Id,SalePrice
1461,102764.016
1462,147379.23
1463,165926.66
1464,163804.4
1465,185992.8
1466,149713.27
1467,166826.78
1468,143974.1
1469,182577.56
1470,119301.76
1471,193962.55
1472,82587.42
1473,83527.484
1474,141421.16
1475,112383.96
1476,318294.78
1477,236634.25
1478,260331.55
1479,242954.33
1480,384229.66
1481,308922.25
1482,189190.61
1483,167591.89
1484,159711.34
1485,181292.75
1486,180703.27
1487,271957.53
1488,229184.73
1489,174627.89
1490,202274.95
1491,167419.36
1492,80455.82
1493,181167.97
1494,284670.88
1495,273108.9
1496,220541.02
1497,155158.14
1498,149867.98
1499,156227.2
1500,134879.6
1501,152064.25
1502,134129.45
1503,275639.2
1504,235091.4
1505,219409.02
1506,168904.08
1507,216622.55
1508,188801.11
1509,148502.58
1510,134118.2
1511,134901.34
1512,151694.33
1513,135808.3
1514,159894.98
1515,188983.22
1516,151248.67
1517,160675.95
1518,126791.49
1519,224287.45
1520,125345.15
1521,120221.07
1522,158533.0
1523,106934.875
1524,112952.48
1525,114341.72
1526,116913.26
1527,102648.83
1528,125712.914
1529,140014.48
1530,178516.27
1531,112337.13
1532,107162.945
1533,133011.92
1534,119580.266
1535,150606.44
1536,106482.63
1537,58311.277
1538,151242.33
1539,197081.48
1540,92169.336
1541,138249.5
1542,123272.69
1543,188072.03
1544,67666.49
1545,101372.94
1546,118737.63
1547,114975.6
1548,113768.266
1549,109060.95
1550,123874.42
1551,121090.625
1552,129877.29
1553,140205.42
1554,102803.22
1555,152748.11
1556,76133.39
1557,119412.4
1558,78543.64
1559,88544.56
1560,142445.81
1561,122138.984
1562,123847.375
1563,120085.4
1564,154943.14
1565,133973.11
1566,225695.45
1567,73940.82
1568,209861.05
1569,136292.0
1570,133761.94
1571,120999.77
1572,144640.47
1573,236518.52
1574,110713.266
1575,193660.72
1576,211500.56
1577,174137.45
1578,141313.84
1579,139525.28
1580,187627.73
1581,145236.77
1582,128263.94
1583,294618.25
1584,215763.81
1585,131880.56
1586,66651.66
1587,90684.914
1588,144296.16
1589,95400.34
1590,135988.19
1591,98570.086
1592,122122.91
1593,122517.78
1594,129884.1
1595,110110.12
1596,237255.67
1597,173935.47
1598,204357.8
1599,157960.88
1600,155289.16
1601,65121.562
1602,102792.63
1603,84896.85
1604,271926.9
1605,241711.89
1606,154121.1
1607,158289.77
1608,209009.78
1609,170419.84
1610,129736.53
1611,136926.47
1612,155237.33
1613,163649.98
1614,118818.17
1615,90616.96
1616,74266.33
1617,84203.484
1618,116458.9
1619,130869.47
1620,144048.27
1621,123655.48
1622,133826.64
1623,281669.28
1624,201292.75
1625,109233.23
1626,154706.75
1627,167264.88
1628,251368.2
1629,157874.58
1630,321907.03
1631,220227.22
1632,238057.1
1633,156331.83
1634,181916.23
1635,161024.78
1636,142711.66
1637,179212.4
1638,181406.03
1639,176677.94
1640,256801.44
1641,176726.97
1642,207533.81
1643,204659.7
1644,202828.77
1645,179551.64
1646,153543.22
1647,147867.33
1648,121644.47
1649,129986.58
1650,113613.11
1651,123569.66
1652,87612.69
1653,89742.92
1654,132991.25
1655,139369.16
1656,135718.83
1657,135300.5
1658,131958.94
1659,118677.06
1660,139049.2
1661,378977.53
1662,372152.84
1663,356179.75
1664,400266.0
1665,283319.4
1666,304856.5
1667,334276.75
1668,309182.5
1669,266524.47
1670,317897.66
1671,257310.84
1672,377721.88
1673,267348.53
1674,233975.53
1675,175605.2
1676,175344.31
1677,206713.67
1678,372045.7
1679,342808.22
1680,341264.34
1681,212697.42
1682,288169.94
1683,164131.38
1684,149788.39
1685,145850.14
1686,157870.97
1687,151444.39
1688,165077.5
1689,161948.98
1690,178546.9
1691,175361.2
1692,244016.9
1693,152458.64
1694,163826.6
1695,149342.08
1696,262701.84
1697,151026.84
1698,314702.34
1699,305500.56
1700,236360.89
1701,261577.62
1702,233810.47
1703,244238.08
1704,271943.25
1705,210629.19
1706,374191.72
1707,196754.53
1708,191861.92
1709,268481.94
1710,203407.38
1711,235865.28
1712,248013.08
1713,243133.73
1714,226741.14
1715,188614.47
1716,160400.53
1717,152534.7
1718,124007.875
1719,182581.05
1720,221816.11
1721,149784.95
1722,116656.984
1723,145618.73
1724,191853.69
1725,230811.83
1726,157904.25
1727,158010.0
1728,170547.97
1729,149531.19
1730,138335.75
1731,117301.805
1732,125306.42
1733,107493.664
1734,102362.586
1735,126175.82
1736,105512.29
1737,304363.8
1738,207135.0
1739,238054.14
1740,189882.9
1741,155098.67
1742,151207.86
1743,167158.05
1744,290590.22
1745,206073.58
1746,171195.23
1747,182832.31
1748,197798.33
1749,141017.25
1750,122182.2
1751,245764.77
1752,106781.51
1753,126402.97
1754,187993.48
1755,160480.55
1756,122828.4
1757,107332.33
1758,138285.23
1759,159477.11
1760,161579.5
1761,139652.69
1762,150307.55
1763,156902.39
1764,111822.68
1765,143876.23
1766,163827.69
1767,208590.03
1768,133488.72
1769,169099.9
1770,139028.78
1771,108526.516
1772,122787.76
1773,119655.445
1774,136519.64
1775,132262.45
1776,114429.31
1777,101594.86
1778,135347.22
1779,97926.195
1780,160335.67
1781,116561.68
1782,73729.08
1783,129724.04
1784,90111.44
1785,113383.53
1786,139602.08
1787,149862.27
1788,61111.316
1789,89590.79
1790,79831.76
1791,161491.84
1792,134447.83
1793,127317.97
1794,136162.86
1795,117566.79
1796,97628.36
1797,95107.92
1798,115927.23
1799,100727.45
1800,125378.266
1801,125788.945
1802,129372.79
1803,137472.88
1804,137664.94
1805,131639.3
1806,111047.945
1807,131166.47
1808,109277.086
1809,116621.836
1810,124726.87
1811,102692.3
1812,97037.81
1813,105794.22
1814,92482.88
1815,52142.18
1816,83320.305
1817,93386.1
1818,130348.31
1819,117466.59
1820,67046.164
1821,100536.47
1822,141321.52
1823,45630.19
1824,117829.555
1825,115432.984
1826,85729.99
1827,97681.54
1828,123251.64
1829,113609.54
1830,136858.45
1831,157565.17
1832,84148.65
1833,130696.85
1834,107166.52
1835,146554.95
1836,109349.55
1837,86850.66
1838,121932.75
1839,78517.875
1840,160137.17
1841,154459.81
1842,83544.53
1843,112762.51
1844,123644.51
1845,133292.69
1846,137569.8
1847,138497.19
1848,54715.664
1849,99303.41
1850,117978.766
1851,130948.625
1852,126224.68
1853,134438.86
1854,154667.06
1855,135273.53
1856,220938.89
1857,143810.25
1858,124867.305
1859,110874.5
1860,139054.11
1861,110874.5
1862,303121.12
1863,291166.94
1864,291166.94
1865,297068.3
1866,313031.2
1867,222698.72
1868,290989.28
1869,198863.77
1870,219143.64
1871,232520.08
1872,145353.72
1873,249707.88
1874,127984.61
1875,203214.45
1876,179795.81
1877,197451.34
1878,185917.25
1879,120921.914
1880,135102.06
1881,228643.98
1882,235744.52
1883,176327.64
