Id,SalePrice
1461,109403.43386291244
1462,153761.16915843842
1463,173103.8648280077
1464,181528.17289008584
1465,179058.95173230485
1466,166741.146079694
1467,186346.71971753018
1468,158545.12710918137
1469,186983.78975134765
1470,122052.57677065831
1471,199601.25771860342
1472,93307.38412202851
1473,96190.72079554862
1474,150534.08846246963
1475,118815.27585680952
1476,331871.8918618541
1477,233753.1595411288
1478,254927.1790163779
1479,254525.94980534562
1480,400159.06642086164
1481,330197.6196508863
1482,202127.25822814694
1483,170706.0013554681
1484,165039.63866681955
1485,182180.25720000573
1486,182392.8149366163
1487,296363.75043875107
1488,232256.23130074274
1489,185779.1930767046
1490,202177.79430465063
1491,177217.32535470393
1492,81394.13801321824
1493,190382.7645451038
1494,279370.5064920302
1495,280043.23421683174
1496,233918.7712565911
1497,163416.38884737078
1498,160359.16964591804
1499,165248.68496575093
1500,142870.50773036922
1501,168620.87905296744
1502,147890.00251021804
1503,272305.04113795137
1504,239747.56031373967
1505,226619.3062458479
1506,174299.63383718397
1507,219384.53428237766
1508,198629.24887588492
1509,159822.7438344513
1510,138351.33139340713
1511,141917.58882186847
1512,161130.8928223904
1513,141771.03570441352
1514,169754.91098485433
1515,173972.79976392342
1516,164759.14337501556
1517,163564.82381186457
1518,136815.23601276064
1519,234527.7831300097
1520,133079.53765299314
1521,129430.13152029022
1522,166538.5229453555
1523,115197.03252124519
1524,123416.5385119624
1525,122360.47157414867
1526,124998.56511386124
1527,103919.9446603532
1528,134311.3670214247
1529,149502.30754264802
1530,190403.23682208595
1531,114565.31154102308
1532,106000.1475954647
1533,133036.01422763272
1534,128774.65026001388
1535,158638.0280564536
1536,112475.4984261391
1537,60583.50771045857
1538,165880.46273006516
1539,210279.4477843727
1540,90377.42176988063
1541,154358.44100226377
1542,133735.13124462686
1543,212388.7093562724
1544,70041.62283701097
1545,107426.7235947972
1546,117748.06882617716
1547,122633.94970538894
1548,126804.02495820842
1549,111102.63084488366
1550,133099.0005851446
1551,123656.71425422757
1552,135776.88798993378
1553,154488.80598887434
1554,115061.89673438204
1555,153429.2614605447
1556,84454.19248381992
1557,121656.72782537583
1558,87090.45880354695
1559,91578.96668329845
1560,148644.71996721847
1561,131281.94610549495
1562,132708.9257196209
1563,127801.17812814623
1564,167130.61692392404
1565,143311.7112287151
1566,236269.4585164337
1567,72476.55408586463
1568,216791.10871094538
1569,133212.86176560496
1570,139016.17076907016
1571,128389.10748296263
1572,149569.12103376826
1573,241710.95161003276
1574,116258.75494404051
1575,207893.48988991685
1576,201476.51558147583
1577,181619.8445920793
1578,151790.79594746005
1579,141561.5953643451
1580,190307.78485541762
1581,145811.35105951657
1582,132853.20804827905
1583,309411.0207233038
1584,220936.54313735114
1585,141922.41368591064
1586,73194.45792890384
1587,95810.11071890566
1588,147319.95117869216
1589,98290.8600951514
1590,138226.60485854794
1591,101824.8782257218
1592,129684.96674382738
1593,120212.66245003397
1594,124831.68300228633
1595,110055.4543636578
1596,253521.5188737035
1597,174998.4743712778
1598,203213.14486221975
1599,170552.49416100117
1600,165860.8750479413
1601,68325.9454365185
1602,115961.03338506047
1603,95798.1732180651
1604,272785.72990010516
1605,241151.57052619976
1606,163386.04240288996
1607,173448.58982812113
1608,214175.31956030763
1609,174682.40919830726
1610,134692.49920623083
1611,147184.8993046234
1612,161702.38000141157
1613,168985.3806131871
1614,121218.54479685026
1615,98865.75852675193
1616,80597.34837357076
1617,95067.31609597134
1618,128231.2436036812
1619,134210.91235049226
1620,169113.11961538333
1621,130586.94121941944
1622,133249.76076337075
1623,273640.31579520047
1624,211550.77839352112
1625,122632.92314634877
1626,162327.27624320704
1627,175626.83347029073
1628,250231.66102722625
1629,164854.5430040213
1630,358129.4249470011
1631,226271.37850926231
1632,250226.53707014662
1633,166954.22080191507
1634,188405.29372823884
1635,175142.98004991864
1636,161064.53602780536
1637,181944.90084266034
1638,193231.76480713545
1639,180940.94379835387
1640,245095.08535109903
1641,179529.05228957167
1642,212077.98099706857
1643,222466.49001496792
1644,221086.40632532898
1645,186839.97090213242
1646,162168.06056042382
1647,159105.53708582293
1648,135174.28174753764
1649,135287.58949329294
1650,116796.4110522818
1651,125446.49817744616
1652,92756.01012701937
1653,95696.85482367265
1654,144744.52383398704
1655,147083.80383213333
1656,145670.34373478394
1657,144744.52383398704
1658,141859.07330849266
1659,134144.91359480817
1660,137860.2275238873
1661,396036.7576052429
1662,386774.47625100357
1663,384353.1082722379
1664,431825.0587054081
1665,271506.7504684546
1666,299203.06402029877
1667,368221.6849231791
1668,307178.0694921021
1669,270775.4684122963
1670,313547.2642437665
1671,258271.5073251184
1672,392208.14264562534
1673,263889.4949106835
1674,233732.64849795963
1675,183468.39550370263
1676,192701.03496119002
1677,216994.83640626553
1678,383162.0384765528
1679,346902.1280305906
1680,368186.8395967497
1681,215515.81020510677
1682,301367.9894778489
1683,173960.60975037768
1684,162360.2988725978
1685,162509.89126106355
1686,171660.97233927037
1687,163495.3055201327
1688,172674.59164823956
1689,175270.4156519965
1690,180599.35882439747
1691,179683.89348343265
1692,233156.4409058005
1693,163750.94699385442
1694,182955.5433789513
1695,160608.374948654
1696,257698.6150661636
1697,161361.9981061636
1698,326500.45628765266
1699,319586.8215762879
1700,240735.63195935282
1701,268250.9664418618
1702,241806.1930255539
1703,243316.98639244624
1704,283734.74248657195
1705,229352.02681596705
1706,384684.6804238849
1707,211613.58585973174
1708,200186.155806175
1709,259187.73721134354
1710,213783.64149643842
1711,235332.81898803657
1712,258623.38852605806
1713,256362.7940077462
1714,234008.32007899182
1715,191317.4084269464
1716,166547.21402688598
1717,163369.4931604482
1718,137741.4089953429
1719,186090.70867447206
1720,234055.36856574327
1721,162640.8434970859
1722,123459.57524262655
1723,162154.80373276875
1724,202479.12595166924
1725,235019.81288764038
1726,168099.44609614025
1727,156269.72593870558
1728,175655.13049261784
1729,157596.34394034877
1730,142109.14817548945
1731,124537.24356740857
1732,132344.54733832178
1733,119715.21294797074
1734,115152.3464586525
1735,132461.65016666905
1736,116488.21005963409
1737,323035.31339490396
1738,217039.9409384991
1739,219173.55926696013
1740,184522.0101130502
1741,173080.41726479196
1742,168153.00113916895
1743,172777.8737801858
1744,304100.1841991782
1745,217235.51288657443
1746,194202.92365245582
1747,198035.21165657527
1748,194803.30756123466
1749,146597.1537832343
1750,132153.3195372901
1751,244407.83800346122
1752,121357.07968569978
1753,137382.14396085034
1754,194356.15760247392
1755,173871.00087002243
1756,125805.56029853113
1757,120631.20079092834
1758,143106.97046152904
1759,165502.66694545402
1760,169659.12020431587
1761,139935.3208808397
1762,164591.57123799654
1763,163581.7978765159
1764,122192.34767836504
1765,154628.58166466895
1766,170313.503896323
1767,225064.4607252107
1768,138409.48309295578
1769,174252.44284104597
1770,143597.08450470358
1771,119730.13152027983
1772,132069.38394562746
1773,129567.37891217267
1774,134130.54952721146
1775,138081.9756415443
1776,116146.59731442723
1777,107803.95869733565
1778,139973.24467063168
1779,111212.65941834291
